"";"record_id";"other_titles";"publisher";"country_of_publication";"main_topic";"data_type";"related_resources";"holdings";"holdings_begin";"holdings_end";"issn";"arabic_abstract";"english_abstract";"french_abstract";"canonical";"title"
"47";"BIM-217580";"Alandalus : for Social and Applied Sciences";"Alandalus University for Science and Technology";"Yemen";"Social Sciences (Multidisciplinary)Natural & Life Sciences (Multidisciplinary)";"Journals";" Alandalus Journal for Applied Sciences : Referee Scientific Periodical Journal  مجلة الأندلس للدراسات و البحوث : مجلة علمية محكمة  مجلة الأندلس للعلوم الإنسانية و الاجتماعية : علمية محكمة دورية ";8;2009-03-31;2013-11-30;NA;"علمية محكمة-دورية تصدر عن جامعة الأندلس للعلوم و التقنية. تنشر أبحاثها في مجال العلوم الإجتماعية و العلوم الطبيعية والحياتية";NA;NA;"https://search.emarefa.net/detail/BIM-217580";" مجلة الأندلس للعلوم الاجتماعية و التطبيقية"
"48";"BIM-218832";"Majallat al-Andalus ll-Dirāsāt wa-al-Buḥūth";"Alandalus University for Science and Technology";"Yemen";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)";"Journals";" مجلة الأندلس للعلوم الاجتماعية و التطبيقية : علمية محكمة-دورية ";1;2008-03-31;2008-03-31;NA;"مجلة علمية محكمة تصدر عن جامعة الأندلس للعلوم و التقنية. تنشر أبحاثها في مجال العلوم الإجتماعية و العلوم الإنسانية";NA;NA;"https://search.emarefa.net/detail/BIM-218832";" مجلة الأندلس للدراسات و البحوث"
"49";"BIM-221155";NA;"Ministry of Finance Studies and Economic Policies Directorate";"Jordan";"Periodic Statistical ReportsEconomy";"Journals";" General Government Finance Bulletin ";33;2009-08-31;2016-01-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-221155";" نشرة مالية الحكومة العامة"
"50";"BIM-221156";NA;"Central Statistical Bureau";"Kuwait";"Periodic Statistical ReportsEconomy";"Journals";" Government Finance Statistics ";5;2008-12-31;2015-05-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-221156";" الإحصاءات المالية للحكومة"
"51";"BIM-221181";NA;"Central Statistical Bureau";"Kuwait";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)Periodic Statistical ReportsEconomy";"Journals";" Annual Statistical Abstract ";3;2008-08-31;2013-12-31;NA;"مجموعة إحصائية سنوية تصدر عن الإدارة المركزية للإحصاء / الكويت منذ عام 1964، شاملة البيانات الإحصائية التي تغطي مختلف جوانب الحياة الاقتصادية و الاجتماعية بالكويت و هي بذلك تعد من أهم المصادر الرسمية للبيانات الإحصائية بالدولة.";NA;NA;"https://search.emarefa.net/detail/BIM-221181";" المجموعة الإحصائية السنوية"
"52";"BIM-221260";"Dirasat Najafiyah : majallah fasliyah ilmiyah muhakkamah";"University of Kufa Kufa Studies Center";"Iraq";"Comparative LiteratureReligionEducation";"Journals";" مجلة مركز دراسات الكوفة : مجلة فصلية علمية محكمة ";2;2005-12-31;2006-11-30;NA;"مجلة علمية فصلية محكمة تصدر عن مركز دراسات الكوفة جامعة الكوفة و تهتم بالبحوث العلمية و الإنسانية معا و ذلك لأن مركز دراسات الكوفة متخصص بالعلوم الإنسانية و العلمية و يسعى إلى حلحلة المشاكل التي يواجهها المجتمع حيث تقسم المجلة إلى خمسة أبواب رئيسية و هي الدراسات القرآنية و الدراسات اللغوية و الدراسات القانونية و الدراسات التاريخية و الجغرافية و التعليم المستمر و يشمل الدراسات التطبيقية و الميدانية. تاريخ أول عدد صدر سنة 2004.";NA;NA;"https://search.emarefa.net/detail/BIM-221260";" دراسات نجفية"
"53";"BIM-221763";NA;"Central Bank of Kuwait Economic Research Department";"Kuwait";"Periodic Statistical ReportsBanking and Financial Sciences";"Journals";" Monthly Monetary Statistics ";32;2010-01-31;2015-12-31;"1029-4562";NA;NA;NA;"https://search.emarefa.net/detail/BIM-221763";" الإحصائية النقدية الشهرية"
"54";"BIM-221927";NA;"Central Bank of Kuwait Economic Research Department";"Kuwait";"Periodic Statistical ReportsBanking and Financial Sciences";"Journals";" Quarterly Statistical Bulletin ";15;2009-06-30;2015-03-31;"1012-4209";NA;NA;NA;"https://search.emarefa.net/detail/BIM-221927";" النشرة الإحصائية الفصلية"
"55";"BIM-222682";"Tasamuh";"Ramallah Center for Human Rights Studies";"Palestine (West Bank)";"Human Sciences (Multidisciplinary)";"Journals";NA;55;2003-06-30;2017-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-222682";" تسامح"
"56";"BIM-225040";"Scientific Journal of Alzaiem Alazhari UniversityMajallah al-ʻilmīyah li-Jāmiʻat al-Zaʻīm al-Azharī";"Alzaiem Alazhari University";"Sudan";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)";"Journals";NA;11;2007-12-31;2016-11-30;"1858-5035";NA;NA;NA;"https://search.emarefa.net/detail/BIM-225040";" المجلة العلمية"
"57";"BIM-226700";NA;"Central Bank of Sudan Policies Research and Statistics Department Statistics Directorate";"Sudan";"Periodic Statistical ReportsEconomy";"Journals";" The Economic Brief ";2;2010-01-31;2012-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-226700";" النشرة الاقتصادية"
"58";"BIM-229901";NA;"Central Bank of Sudan Policies Research and Statistics Department Statistics Directorate";"Sudan";"Periodic Statistical ReportsEconomy";"Journals";" Economic and Financial Statistical Review ";15;2009-06-30;2015-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-229901";" العرض الاقتصادي و المالي"
"59";"BIM-230306";NA;"Central Bank of Sudan";"Sudan";"Periodic Statistical ReportsBanking and Financial Sciences";"Journals";" Annual Report ";3;2008-12-31;2013-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-230306";" التقرير السنوي"
"60";"BIM-230331";NA;"Ministry of Finance Public Debt Department";"Jordan";"Periodic Statistical ReportsEconomyBanking and Financial Sciences";"Journals";" Public Debt Bulletin : Quarterly Bulletin ";12;2009-03-31;2014-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-230331";" نشرة الدين العام"
"61";"BIM-230551";NA;"Central Bank of Sudan Policies Research and Statistics Department Statistics Directorate";"Sudan";"Periodic Statistical ReportsEconomy";"Journals";" Foreign Trade Statistical Digest ";17;2009-06-30;2015-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-230551";" الموجز الإحصائي للتجارة الخارجية"
"62";"BIM-230823";NA;"Ministry of the Cabinet Central Bureau of Statistics";"Sudan";"Periodic Statistical ReportsEconomyCommerceEducationSociologyPublic Health";"Journals";" Sudan in Figures ";4;2009-01-31;2014-12-31;NA;"تقرير يصدر عن وزارة رئاسة مجلس الوزراء، الجهاز المركزي للإحصاء / السودان، يحتوي على البيانات الإحصائية الرئيسية الحديثة للمتغيرات الاجتماعية و الديمغرافية و الاقتصادية في البلاد.";NA;NA;"https://search.emarefa.net/detail/BIM-230823";" السودان في أرقام"
"63";"BIM-231583";NA;"Central Bank of Kuwait";"Kuwait";"Periodic Statistical ReportsEconomyBanking and Financial Sciences";"Journals";" Annual Report ";1;2011-12-31;2011-12-31;"1029-4589";"يتضمن التقرير السنوي لبنك الكويت المركزي الذي يصدر في نهاية السنة المالية، البيانات المالية المدققة للبنك (الميزانية العمومية و حساب الأرباح و الخسائر)، بالإضافة إلى تقرير مدققي الحسابات، و الإيضاحات المرفقة بهما. كما يتضمن التقرير السنوي ملخصا لأبرز التطورات النقدية و المصرفية في دولة الكويت خلال السنة المالية المعنية، و لمحة عامة عن الإجراءات و النظم الرقابية الرئيسية الصادرة عن بنك الكويت المركزي خلال تلك الفترة. كما يعرض التقرير العمليات المصرفية و الأنشطة الرئيسية للبنك بما فيها تلك المتعلقة بالقوى العاملة و البرامج التدريبية التي يتم تنظيمها خلال السنة المالية المعنية.";NA;NA;"https://search.emarefa.net/detail/BIM-231583";" التقرير السنوي"
"64";"BIM-23260";"University of Sharjah Journal of Shari'a and Law Sciences : International Refereed Periodical";"University of Sharjah";"United Arab Emirates";"LawIslamic Studies";"Journals";" مجلة جامعة الشارقة للعلوم الشرعية و الدراسات الإسلامية : دورية علمية محكمة  مجلة جامعة الشارقة للعلوم القانونية : دورية علمية محكمة ";24;2008-02-29;2017-12-31;"1996-2320";"ترمي مجلة جامعة الشارقة إلى الإسهام في تطوير المعرفة و نشرها، و ذلك بنشر البحوث العلمية الأصيلة، و المراجعات العلمية في مجالات البحوث و الدراسات الشرعية و الإنسانية. و ستكون المجلة أيضا سجلاً و ثائقيا للبحوث و الدراسات الشرعية و الإنسانية.";NA;NA;"https://search.emarefa.net/detail/BIM-23260";" مجلة جامعة الشارقة للعلوم الشرعية و القانونية"
"65";"BIM-233665";NA;"Office of Prime Minister Central Bureau of Statistics";"Syria";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)Periodic Statistical ReportsEconomy";"Journals";" Annual Statistical Abstract ";1;2010-12-31;2010-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-233665";" المجموعة الإحصائية السنوية"
"66";"BIM-234130";"al-Bāḥith al-Jāmiʻī : Majallah ʻIlmīyah Faṣlīyah Muḥakkamah";"Ibb University";"Yemen";"Human Sciences (Multidisciplinary)";"Journals";NA;17;2004-01-31;2009-12-31;"2079-5068";NA;NA;NA;"https://search.emarefa.net/detail/BIM-234130";" الباحث الجامعي"
"67";"BIM-234302";"Journal of Economic Cooperation among Islamic Countries";"Organisation of Islamic Conference Statistical Economic and Social Research and Training Centre for Islamic Countries";"Turkey";"Economy";"Journals";NA;6;2001-12-31;2006-12-31;"0252-953X";"مجلة علمية تصدر عن مركز الأبحاث الإحصائية و الاقتصادية و الاجتماعية و التدريب للدول الإسلامية، تنشر أبحاثها في مجال العلوم الاقتصادية و المالية و إدارة الأعمال.";NA;NA;"https://search.emarefa.net/detail/BIM-234302";" مجلة التعاون الاقتصادي بين الدول الإسلامية"
"68";"BIM-234922";NA;"المعهد العربي للدراسات المالية و المصرفية";"Jordan";"Banking and Financial Sciences";"Journals";NA;1;1993-06-30;1993-06-30;NA;"مجلة المعهد للدراسات المالية و المصرفية صدرت عن المعهد العربي للدراسات المالية و المصرفية في منتضف عام 1993 تعزيزا لدور المعهد التنموي في المجال المالي و المصرفي، أصبحت تسمى فيما بعد ""مجلة الدراسات المالية و المصرفية"".";NA;NA;"https://search.emarefa.net/detail/BIM-234922";" مجلة المعهد للدراسات المالية و المصرفية"
